date,IT Dep.,CostElement,Country,Budget
09-05-2020,Quality & Compliance,Hardware Maintenance,USA,3118
02-06-2020,Quality & Compliance,Hardware Maintenance,USA,11525
23-07-2020,Quality & Compliance,Hardware Maintenance,USA,39013
21-08-2020,Quality & Compliance,Hardware Maintenance,USA,33172
20-09-2020,Quality & Compliance,Hardware Maintenance,USA,10639
16-10-2020,Quality & Compliance,Hardware Maintenance,USA,4958
26-11-2020,Quality & Compliance,Hardware Maintenance,USA,5220
13-12-2020,Quality & Compliance,Hardware Maintenance,USA,15561
09-01-2020,Quality & Compliance,Internal Labor,USA,"1,31,820"
05-02-2020,Quality & Compliance,Internal Labor,USA,"1,61,537"
09-03-2020,Quality & Compliance,Internal Labor,USA,"1,79,469"
08-04-2020,Quality & Compliance,Internal Labor,USA,"1,41,424"
10-05-2020,Quality & Compliance,Internal Labor,USA,"1,42,072"
16-06-2020,Quality & Compliance,Internal Labor,USA,"1,39,658"
20-07-2020,Quality & Compliance,Internal Labor,USA,"1,73,948"
12-08-2020,Quality & Compliance,Internal Labor,USA,"1,53,211"
03-09-2020,Quality & Compliance,Internal Labor,USA,"1,63,294"
07-10-2020,Quality & Compliance,Internal Labor,USA,"1,46,895"
14-11-2020,Quality & Compliance,Internal Labor,USA,"1,54,359"
13-12-2020,Quality & Compliance,Internal Labor,USA,"1,60,365"
04-01-2020,Quality & Compliance,Other,USA,21775
06-02-2020,Quality & Compliance,Other,USA,1050
20-03-2020,Quality & Compliance,Other,USA,35149
04-04-2020,Quality & Compliance,Other,USA,33979
09-05-2020,Quality & Compliance,Other,USA,19608
18-06-2020,Quality & Compliance,Other,USA,9598
21-07-2020,Quality & Compliance,Other,USA,24090
26-08-2020,Quality & Compliance,Other,USA,8690
04-09-2020,Quality & Compliance,Other,USA,1585
21-10-2020,Quality & Compliance,Other,USA,12462
17-11-2020,Quality & Compliance,Other,USA,35778
18-12-2020,Quality & Compliance,Other,USA,17303
09-01-2020,Quality & Compliance,Recognition,USA,17050
21-02-2020,Quality & Compliance,Recognition,USA,27539
10-03-2020,Quality & Compliance,Recognition,USA,35601
28-04-2020,Quality & Compliance,Recognition,USA,12261
19-05-2020,Quality & Compliance,Recognition,USA,23700
09-06-2020,Quality & Compliance,Recognition,USA,35899
22-07-2020,Quality & Compliance,Recognition,USA,11782
20-08-2020,Quality & Compliance,Recognition,USA,26106
02-09-2020,Quality & Compliance,Recognition,USA,12711
01-10-2020,Quality & Compliance,Recognition,USA,9336
03-11-2020,Quality & Compliance,Recognition,USA,37799
13-12-2020,Quality & Compliance,Recognition,USA,16728
11-01-2020,Quality & Compliance,Software,USA,2257
15-02-2020,Quality & Compliance,Software,USA,11986
16-03-2020,Quality & Compliance,Software,USA,4010
13-04-2020,Quality & Compliance,Software,USA,10839
09-05-2020,Quality & Compliance,Software,USA,15091
14-06-2020,Quality & Compliance,Software,USA,37937
02-07-2020,Quality & Compliance,Software,USA,22069
03-08-2020,Quality & Compliance,Software,USA,20196
28-09-2020,Quality & Compliance,Software,USA,32041
26-10-2020,Quality & Compliance,Software,USA,14520
14-11-2020,Quality & Compliance,Software,USA,19480
03-12-2020,Quality & Compliance,Software,USA,15244
07-01-2020,Quality & Compliance,Software Maintenance,USA,3838
17-02-2020,Quality & Compliance,Software Maintenance,USA,34189
03-03-2020,Quality & Compliance,Software Maintenance,USA,27806
02-04-2020,Quality & Compliance,Software Maintenance,USA,6159
23-05-2020,Quality & Compliance,Software Maintenance,USA,4993
08-06-2020,Quality & Compliance,Software Maintenance,USA,4172
11-07-2020,Quality & Compliance,Software Maintenance,USA,31627
05-08-2020,Quality & Compliance,Software Maintenance,USA,2707
17-09-2020,Quality & Compliance,Software Maintenance,USA,39369
01-10-2020,Quality & Compliance,Software Maintenance,USA,28017
17-11-2020,Quality & Compliance,Software Maintenance,USA,36185
14-12-2020,Quality & Compliance,Software Maintenance,USA,380
21-01-2020,Quality & Compliance,Supplies,USA,5233
27-02-2020,Quality & Compliance,Supplies,USA,34174
23-03-2020,Quality & Compliance,Supplies,USA,31033
26-04-2020,Quality & Compliance,Supplies,USA,2638
19-05-2020,Quality & Compliance,Supplies,USA,10375
12-06-2020,Quality & Compliance,Supplies,USA,1371
19-07-2020,Quality & Compliance,Supplies,USA,29694
02-08-2020,Quality & Compliance,Supplies,USA,4671
21-09-2020,Quality & Compliance,Supplies,USA,15754
23-10-2020,Quality & Compliance,Supplies,USA,8443
23-11-2020,Quality & Compliance,Supplies,USA,34393
03-12-2020,Quality & Compliance,Supplies,USA,22726
16-01-2020,Quality & Compliance,Taxes,USA,2893
10-02-2020,Quality & Compliance,Taxes,USA,20282
09-03-2020,Quality & Compliance,Taxes,USA,28004
03-04-2020,Quality & Compliance,Taxes,USA,7141
09-05-2020,Quality & Compliance,Taxes,USA,4941
24-06-2020,Quality & Compliance,Taxes,USA,24648
28-07-2020,Quality & Compliance,Taxes,USA,16062
05-08-2020,Quality & Compliance,Taxes,USA,15650
19-09-2020,Quality & Compliance,Taxes,USA,12955
11-10-2020,Quality & Compliance,Taxes,USA,39396
25-11-2020,Quality & Compliance,Taxes,USA,6644
05-12-2020,Quality & Compliance,Taxes,USA,7693
18-01-2020,Quality & Compliance,Telecomm,USA,"25,815"
03-02-2020,Quality & Compliance,Telecomm,USA,"35,855"
10-03-2020,Quality & Compliance,Telecomm,USA,"18,982"
25-04-2020,Quality & Compliance,Telecomm,USA,"20,457"
23-05-2020,Quality & Compliance,Telecomm,USA,"34,556"
18-06-2020,Quality & Compliance,Telecomm,USA,"36,630"
24-07-2020,Quality & Compliance,Telecomm,USA,"12,635"
22-08-2020,Quality & Compliance,Telecomm,USA,"38,703"
18-09-2020,Quality & Compliance,Telecomm,USA,"6,274"
08-10-2020,Quality & Compliance,Telecomm,USA,"38,620"
12-11-2020,Quality & Compliance,Telecomm,USA,"32,345"
14-12-2020,Quality & Compliance,Telecomm,USA,"21,582"
17-01-2020,Quality & Compliance,Training,USA,9393
16-02-2020,Quality & Compliance,Training,USA,23336
09-03-2020,Quality & Compliance,Training,USA,9323
16-04-2020,Quality & Compliance,Training,USA,15361
26-05-2020,Quality & Compliance,Training,USA,13200
06-06-2020,Quality & Compliance,Training,USA,40103
15-07-2020,Quality & Compliance,Training,USA,35959
15-08-2020,Quality & Compliance,Training,USA,23032
10-09-2020,Quality & Compliance,Training,USA,30168
23-10-2020,Quality & Compliance,Training,USA,1562
19-11-2020,Quality & Compliance,Training,USA,26675
20-12-2020,Quality & Compliance,Training,USA,3971
11-01-2020,Quality & Compliance,Travel,USA,2997
02-02-2020,Quality & Compliance,Travel,USA,"27,301"
14-03-2020,Quality & Compliance,Travel,USA,22366
27-04-2020,Quality & Compliance,Travel,USA,6402
11-05-2020,Quality & Compliance,Travel,USA,"42,732"
03-06-2020,Quality & Compliance,Travel,USA,"10,088"
05-07-2020,Quality & Compliance,Travel,USA,29399
05-08-2020,Quality & Compliance,Travel,USA,"23,129"
22-09-2020,Quality & Compliance,Travel,USA,"31,444"
20-10-2020,Quality & Compliance,Travel,USA,38640
24-11-2020,Quality & Compliance,Travel,USA,"25,440"
12-12-2020,Quality & Compliance,Travel,USA,17260
10-01-2020,R&D,Depreciation,Spain,24477
17-02-2020,R&D,Depreciation,Spain,15850
01-03-2020,R&D,Depreciation,Spain,1354
06-04-2020,R&D,Depreciation,Spain,23258
13-05-2020,R&D,Depreciation,Spain,18161
12-06-2020,R&D,Depreciation,Spain,2234
02-07-2020,R&D,Depreciation,Spain,14066
06-08-2020,R&D,Depreciation,Spain,15293
16-09-2020,R&D,Depreciation,Spain,18329
24-10-2020,R&D,Depreciation,Spain,22551
09-11-2020,R&D,Depreciation,Spain,20974
07-12-2020,R&D,Depreciation,Spain,7725
27-01-2020,R&D,Depreciation,United Kingdom,"31,672"
15-02-2020,R&D,Depreciation,United Kingdom,"8,279"
08-03-2020,R&D,Depreciation,United Kingdom,"32,061"
14-04-2020,R&D,Depreciation,United Kingdom,"37,079"
20-05-2020,R&D,Depreciation,United Kingdom,"29,791"
17-06-2020,R&D,Depreciation,United Kingdom,"16,525"
20-07-2020,R&D,Depreciation,United Kingdom,"24,595"
03-08-2020,R&D,Depreciation,United Kingdom,"11,775"
26-09-2020,R&D,Depreciation,United Kingdom,"38,416"
22-10-2020,R&D,Depreciation,United Kingdom,"26,656"
07-11-2020,R&D,Depreciation,United Kingdom,"17,519"
09-12-2020,R&D,Depreciation,United Kingdom,"5,888"
21-02-2020,R&D,External Labor,Spain,"17,713"
11-03-2020,R&D,External Labor,Spain,"33,871"
06-04-2020,R&D,External Labor,Spain,"20,604"
03-05-2020,R&D,External Labor,Spain,"33,293"
19-06-2020,R&D,External Labor,Spain,"30,084"
02-07-2020,R&D,External Labor,Spain,"29,273"
06-08-2020,R&D,External Labor,Spain,"12,370"
21-09-2020,R&D,External Labor,Spain,"15,622"
18-10-2020,R&D,External Labor,Spain,"17,899"
25-11-2020,R&D,External Labor,Spain,"6,706"
09-12-2020,R&D,External Labor,Spain,"38,144"
05-01-2020,R&D,External Labor,United Kingdom,"41,202"
11-02-2020,R&D,External Labor,United Kingdom,"46,600"
20-03-2020,R&D,External Labor,United Kingdom,"52,298"
01-04-2020,R&D,External Labor,United Kingdom,"57,281"
26-05-2020,R&D,External Labor,United Kingdom,"70,291"
14-06-2020,R&D,External Labor,United Kingdom,"46,920"
22-07-2020,R&D,External Labor,United Kingdom,"74,772"
10-08-2020,R&D,External Labor,United Kingdom,"60,576"
08-09-2020,R&D,External Labor,United Kingdom,"45,166"
05-10-2020,R&D,External Labor,United Kingdom,"65,147"
21-11-2020,R&D,External Labor,United Kingdom,"65,197"
03-12-2020,R&D,External Labor,United Kingdom,"76,344"
24-01-2020,R&D,External Labor,USA,"88,612"
20-02-2020,R&D,External Labor,USA,"74,255"
08-03-2020,R&D,External Labor,USA,"59,449"
11-04-2020,R&D,External Labor,USA,"79,031"
11-05-2020,R&D,External Labor,USA,"69,345"
05-06-2020,R&D,External Labor,USA,"80,079"
18-07-2020,R&D,External Labor,USA,"57,556"
12-08-2020,R&D,External Labor,USA,"82,072"
04-09-2020,R&D,External Labor,USA,"57,932"
12-10-2020,R&D,External Labor,USA,"61,067"
18-11-2020,R&D,External Labor,USA,"46,611"
26-12-2020,R&D,External Labor,USA,"59,285"
13-01-2020,R&D,Hardware,United Kingdom,"14,302"
24-02-2020,R&D,Hardware,United Kingdom,"19,014"
07-03-2020,R&D,Hardware,United Kingdom,"16,483"
09-04-2020,R&D,Hardware,United Kingdom,"3,040"
10-05-2020,R&D,Hardware,United Kingdom,"34,615"
18-06-2020,R&D,Hardware,United Kingdom,"3,177"
02-07-2020,R&D,Hardware,United Kingdom,"2,307"
06-08-2020,R&D,Hardware,United Kingdom,"35,664"
01-09-2020,R&D,Hardware,United Kingdom,"11,631"
06-10-2020,R&D,Hardware,United Kingdom,"13,670"
19-11-2020,R&D,Hardware,United Kingdom,"9,716"
16-12-2020,R&D,Hardware,United Kingdom,"4,302"
09-01-2020,R&D,Hardware Maintenance,Spain,3829
09-02-2020,R&D,Hardware Maintenance,Spain,4281
24-03-2020,R&D,Hardware Maintenance,Spain,4020
23-04-2020,R&D,Hardware Maintenance,Spain,7429
25-05-2020,R&D,Hardware Maintenance,Spain,28613
08-06-2020,R&D,Hardware Maintenance,Spain,31119
11-07-2020,R&D,Hardware Maintenance,Spain,6781
05-08-2020,R&D,Hardware Maintenance,Spain,4415
11-09-2020,R&D,Hardware Maintenance,Spain,30832
08-10-2020,R&D,Hardware Maintenance,Spain,11082
14-11-2020,R&D,Hardware Maintenance,Spain,4946
03-12-2020,R&D,Hardware Maintenance,Spain,28817
05-01-2020,R&D,Hardware Maintenance,United Kingdom,14186
26-02-2020,R&D,Hardware Maintenance,United Kingdom,34216
28-03-2020,R&D,Hardware Maintenance,United Kingdom,32471
18-04-2020,R&D,Hardware Maintenance,United Kingdom,27348
18-05-2020,R&D,Hardware Maintenance,United Kingdom,15731
26-06-2020,R&D,Hardware Maintenance,United Kingdom,27083
16-07-2020,R&D,Hardware Maintenance,United Kingdom,14495
16-08-2020,R&D,Hardware Maintenance,United Kingdom,24154
11-09-2020,R&D,Hardware Maintenance,United Kingdom,15261
06-10-2020,R&D,Hardware Maintenance,United Kingdom,8518
27-11-2020,R&D,Hardware Maintenance,United Kingdom,39723
23-12-2020,R&D,Hardware Maintenance,United Kingdom,3961
22-01-2020,R&D,Hardware Maintenance,USA,"31,027"
17-02-2020,R&D,Hardware Maintenance,USA,"39,224"
23-03-2020,R&D,Hardware Maintenance,USA,"8,797"
06-04-2020,R&D,Hardware Maintenance,USA,"22,618"
03-05-2020,R&D,Hardware Maintenance,USA,"30,961"
28-06-2020,R&D,Hardware Maintenance,USA,"14,751"
11-07-2020,R&D,Hardware Maintenance,USA,"11,923"
10-08-2020,R&D,Hardware Maintenance,USA,"19,440"
27-09-2020,R&D,Hardware Maintenance,USA,"11,597"
22-10-2020,R&D,Hardware Maintenance,USA,"6,248"
21-11-2020,R&D,Hardware Maintenance,USA,"33,750"
23-12-2020,R&D,Hardware Maintenance,USA,"28,933"
03-01-2020,R&D,Inbound Allocations,Spain,"19,581"
14-02-2020,R&D,Inbound Allocations,Spain,"43,363"
22-03-2020,R&D,Inbound Allocations,Spain,"13,442"
10-04-2020,R&D,Inbound Allocations,Spain,"22,158"
07-05-2020,R&D,Inbound Allocations,Spain,"8,643"
23-06-2020,R&D,Inbound Allocations,Spain,"16,589"
12-07-2020,R&D,Inbound Allocations,Spain,"30,669"
28-08-2020,R&D,Inbound Allocations,Spain,"22,640"
10-09-2020,R&D,Inbound Allocations,Spain,"23,846"
27-10-2020,R&D,Inbound Allocations,Spain,"23,698"
05-11-2020,R&D,Inbound Allocations,Spain,"28,385"
21-12-2020,R&D,Inbound Allocations,Spain,"23,448"
20-01-2020,R&D,Inbound Allocations,United Kingdom,34210
17-02-2020,R&D,Inbound Allocations,United Kingdom,14552
11-03-2020,R&D,Inbound Allocations,United Kingdom,17966
19-04-2020,R&D,Inbound Allocations,United Kingdom,2523
19-05-2020,R&D,Inbound Allocations,United Kingdom,26871
25-06-2020,R&D,Inbound Allocations,United Kingdom,32928
02-07-2020,R&D,Inbound Allocations,United Kingdom,15520
02-08-2020,R&D,Inbound Allocations,United Kingdom,17885
02-09-2020,R&D,Inbound Allocations,United Kingdom,23721
21-10-2020,R&D,Inbound Allocations,United Kingdom,34228
23-11-2020,R&D,Inbound Allocations,United Kingdom,31630
01-12-2020,R&D,Inbound Allocations,United Kingdom,35043
16-01-2020,R&D,Internal Labor,Spain,"18,676"
26-02-2020,R&D,Internal Labor,Spain,"34,567"
07-03-2020,R&D,Internal Labor,Spain,"37,904"
25-04-2020,R&D,Internal Labor,Spain,"46,160"
18-05-2020,R&D,Internal Labor,Spain,"11,204"
05-06-2020,R&D,Internal Labor,Spain,"13,324"
14-07-2020,R&D,Internal Labor,Spain,"26,341"
08-08-2020,R&D,Internal Labor,Spain,"20,357"
27-09-2020,R&D,Internal Labor,Spain,"47,605"
12-10-2020,R&D,Internal Labor,Spain,"26,162"
08-11-2020,R&D,Internal Labor,Spain,"45,711"
11-12-2020,R&D,Internal Labor,Spain,"43,267"
04-01-2020,R&D,Internal Labor,United Kingdom,"30,459"
16-02-2020,R&D,Internal Labor,United Kingdom,"53,791"
19-03-2020,R&D,Internal Labor,United Kingdom,"59,494"
27-04-2020,R&D,Internal Labor,United Kingdom,"46,592"
18-05-2020,R&D,Internal Labor,United Kingdom,"56,306"
02-06-2020,R&D,Internal Labor,United Kingdom,"46,001"
27-07-2020,R&D,Internal Labor,United Kingdom,"58,635"
12-08-2020,R&D,Internal Labor,United Kingdom,"34,998"
02-09-2020,R&D,Internal Labor,United Kingdom,"30,921"
24-10-2020,R&D,Internal Labor,United Kingdom,"52,609"
10-11-2020,R&D,Internal Labor,United Kingdom,"34,852"
28-12-2020,R&D,Internal Labor,United Kingdom,"55,065"
11-01-2020,R&D,Internal Labor,USA,"2,26,815"
16-02-2020,R&D,Internal Labor,USA,"2,37,988"
25-03-2020,R&D,Internal Labor,USA,"2,68,181"
23-04-2020,R&D,Internal Labor,USA,"2,53,088"
05-05-2020,R&D,Internal Labor,USA,"2,33,488"
14-06-2020,R&D,Internal Labor,USA,"2,17,537"
01-07-2020,R&D,Internal Labor,USA,"2,12,090"
21-08-2020,R&D,Internal Labor,USA,"2,16,474"
19-09-2020,R&D,Internal Labor,USA,"2,23,397"
26-10-2020,R&D,Internal Labor,USA,"2,18,972"
06-11-2020,R&D,Internal Labor,USA,"2,39,747"
17-12-2020,R&D,Internal Labor,USA,"2,24,280"
18-01-2020,R&D,Other,Spain,13543
27-02-2020,R&D,Other,Spain,21813
21-03-2020,R&D,Other,Spain,23666
21-04-2020,R&D,Other,Spain,5858
15-05-2020,R&D,Other,Spain,14065
16-06-2020,R&D,Other,Spain,5246
17-07-2020,R&D,Other,Spain,23025
27-08-2020,R&D,Other,Spain,40066
09-09-2020,R&D,Other,Spain,20763
15-10-2020,R&D,Other,Spain,36017
10-11-2020,R&D,Other,Spain,8128
12-12-2020,R&D,Other,Spain,28513
08-01-2020,R&D,Other,United Kingdom,"11,793"
09-02-2020,R&D,Other,United Kingdom,"14,333"
07-03-2020,R&D,Other,United Kingdom,"4,604"
19-04-2020,R&D,Other,United Kingdom,"29,967"
08-05-2020,R&D,Other,United Kingdom,"40,695"
06-06-2020,R&D,Other,United Kingdom,"32,207"
25-07-2020,R&D,Other,United Kingdom,"41,257"
22-08-2020,R&D,Other,United Kingdom,"37,266"
04-09-2020,R&D,Other,United Kingdom,"16,396"
17-10-2020,R&D,Other,United Kingdom,"3,638"
05-11-2020,R&D,Other,United Kingdom,3389
14-12-2020,R&D,Other,United Kingdom,14917
17-01-2020,R&D,Other,USA,"4,378"
10-02-2020,R&D,Other,USA,"21,275"
09-03-2020,R&D,Other,USA,"6,629"
26-04-2020,R&D,Other,USA,"2,901"
15-05-2020,R&D,Other,USA,"15,459"
04-06-2020,R&D,Other,USA,"32,752"
19-07-2020,R&D,Other,USA,"9,760"
12-08-2020,R&D,Other,USA,"33,622"
27-09-2020,R&D,Other,USA,"34,858"
16-10-2020,R&D,Other,USA,"11,495"
04-11-2020,R&D,Other,USA,"35,668"
28-12-2020,R&D,Other,USA,"2,588"
03-01-2020,R&D,Outbound Allocations,United Kingdom,"27,865"
16-02-2020,R&D,Outbound Allocations,United Kingdom,"28,497"
20-03-2020,R&D,Outbound Allocations,United Kingdom,"39,258"
13-04-2020,R&D,Outbound Allocations,United Kingdom,"25,485"
27-05-2020,R&D,Outbound Allocations,United Kingdom,"26,245"
28-06-2020,R&D,Outbound Allocations,United Kingdom,"21,504"
21-07-2020,R&D,Outbound Allocations,United Kingdom,"15,776"
06-08-2020,R&D,Outbound Allocations,United Kingdom,"44,495"
24-09-2020,R&D,Outbound Allocations,United Kingdom,"11,743"
02-10-2020,R&D,Outbound Allocations,United Kingdom,"8,317"
25-11-2020,R&D,Outbound Allocations,United Kingdom,"33,951"
23-12-2020,R&D,Outbound Allocations,United Kingdom,"38,674"
01-01-2020,R&D,Project Expenses,United Kingdom,"36,777"
15-02-2020,R&D,Project Expenses,United Kingdom,"47,462"
21-03-2020,R&D,Project Expenses,United Kingdom,"43,427"
02-04-2020,R&D,Project Expenses,United Kingdom,"37,087"
20-05-2020,R&D,Project Expenses,United Kingdom,"29,949"
25-06-2020,R&D,Project Expenses,United Kingdom,"37,320"
06-07-2020,R&D,Project Expenses,United Kingdom,"24,767"
13-10-2020,R&D,Software,United Kingdom,"44,746"
15-01-2020,R&D,Software,USA,"4,63,111"
05-02-2020,R&D,Software,USA,"37,707"
21-03-2020,R&D,Software,USA,"48,236"
12-04-2020,R&D,Software,USA,"1,14,001"
25-05-2020,R&D,Software,USA,"52,158"
14-06-2020,R&D,Software,USA,"32,979"
06-07-2020,R&D,Software,USA,"53,597"
06-08-2020,R&D,Software,USA,"65,129"
06-09-2020,R&D,Software,USA,"41,478"
23-10-2020,R&D,Software,USA,"45,670"
24-11-2020,R&D,Software,USA,"46,739"
19-12-2020,R&D,Software,USA,"32,793"
24-01-2020,R&D,Supplies,United Kingdom,16192
17-02-2020,R&D,Supplies,United Kingdom,20651
10-03-2020,R&D,Supplies,United Kingdom,284
27-04-2020,R&D,Supplies,United Kingdom,5951
09-05-2020,R&D,Supplies,United Kingdom,9551
17-06-2020,R&D,Supplies,United Kingdom,7913
12-07-2020,R&D,Supplies,United Kingdom,14201
13-08-2020,R&D,Supplies,United Kingdom,16173
16-09-2020,R&D,Supplies,United Kingdom,33967
19-10-2020,R&D,Supplies,United Kingdom,24849
23-11-2020,R&D,Supplies,United Kingdom,11877
05-12-2020,R&D,Supplies,United Kingdom,8584
16-01-2020,R&D,Supplies,USA,39231
05-02-2020,R&D,Supplies,USA,23573
21-03-2020,R&D,Supplies,USA,27689
22-04-2020,R&D,Supplies,USA,12613
26-05-2020,R&D,Supplies,USA,38976
09-06-2020,R&D,Supplies,USA,29458
19-07-2020,R&D,Supplies,USA,39260
20-08-2020,R&D,Supplies,USA,15043
10-09-2020,R&D,Supplies,USA,25085
24-10-2020,R&D,Supplies,USA,28781
05-11-2020,R&D,Supplies,USA,36205
07-12-2020,R&D,Supplies,USA,27844
26-01-2020,R&D,Telecomm,United Kingdom,30445
09-02-2020,R&D,Telecomm,United Kingdom,35455
08-03-2020,R&D,Telecomm,United Kingdom,32634
24-04-2020,R&D,Telecomm,United Kingdom,5019
15-05-2020,R&D,Telecomm,United Kingdom,25720
11-06-2020,R&D,Telecomm,United Kingdom,33206
24-07-2020,R&D,Telecomm,United Kingdom,25181
15-08-2020,R&D,Telecomm,United Kingdom,32465
03-09-2020,R&D,Telecomm,United Kingdom,18468
20-10-2020,R&D,Telecomm,United Kingdom,7885
16-11-2020,R&D,Telecomm,United Kingdom,8540
27-12-2020,R&D,Telecomm,United Kingdom,19218
12-01-2020,R&D,Training,Spain,19181
13-02-2020,R&D,Training,Spain,20428
13-03-2020,R&D,Training,Spain,35810
01-04-2020,R&D,Training,Spain,3530
24-05-2020,R&D,Training,Spain,1162
25-06-2020,R&D,Training,Spain,20508
19-07-2020,R&D,Training,Spain,2852
03-08-2020,R&D,Training,Spain,16707
24-09-2020,R&D,Training,Spain,12113
16-10-2020,R&D,Training,Spain,24914
25-11-2020,R&D,Training,Spain,26880
01-12-2020,R&D,Training,Spain,37425
09-01-2020,R&D,Training,United Kingdom,1770
27-02-2020,R&D,Training,United Kingdom,4524
20-03-2020,R&D,Training,United Kingdom,30677
08-04-2020,R&D,Training,United Kingdom,15235
09-05-2020,R&D,Training,United Kingdom,1434
24-06-2020,R&D,Training,United Kingdom,9444
26-07-2020,R&D,Training,United Kingdom,1838
25-08-2020,R&D,Training,United Kingdom,33838
23-09-2020,R&D,Training,United Kingdom,13556
18-10-2020,R&D,Training,United Kingdom,4466
18-11-2020,R&D,Training,United Kingdom,35485
05-12-2020,R&D,Training,United Kingdom,19740
01-01-2020,R&D,Training,USA,"41,385"
08-02-2020,R&D,Training,USA,"37,425"
24-03-2020,R&D,Training,USA,"17,168"
12-04-2020,R&D,Training,USA,"15,339"
19-05-2020,R&D,Training,USA,"33,028"
11-06-2020,R&D,Training,USA,"37,656"
04-07-2020,R&D,Training,USA,"14,087"
04-08-2020,R&D,Training,USA,"7,764"
27-09-2020,R&D,Training,USA,"42,178"
11-10-2020,R&D,Training,USA,"25,240"
21-11-2020,R&D,Training,USA,"18,859"
11-12-2020,R&D,Training,USA,"12,776"
07-01-2020,R&D,Travel,Spain,9706
19-02-2020,R&D,Travel,Spain,14153
06-03-2020,R&D,Travel,Spain,19883
04-04-2020,R&D,Travel,Spain,36399
28-05-2020,R&D,Travel,Spain,7347
04-06-2020,R&D,Travel,Spain,21601
23-07-2020,R&D,Travel,Spain,2433
13-08-2020,R&D,Travel,Spain,27782
19-09-2020,R&D,Travel,Spain,26841
10-10-2020,R&D,Travel,Spain,7763
25-11-2020,R&D,Travel,Spain,40530
02-12-2020,R&D,Travel,Spain,3028
08-01-2020,R&D,Travel,United Kingdom,"14,257"
08-02-2020,R&D,Travel,United Kingdom,"13,421"
20-03-2020,R&D,Travel,United Kingdom,"2,680"
13-04-2020,R&D,Travel,United Kingdom,"18,313"
27-05-2020,R&D,Travel,United Kingdom,"4,034"
18-06-2020,R&D,Travel,United Kingdom,"26,907"
27-07-2020,R&D,Travel,United Kingdom,"40,562"
27-08-2020,R&D,Travel,United Kingdom,"39,231"
09-09-2020,R&D,Travel,United Kingdom,"36,626"
23-10-2020,R&D,Travel,United Kingdom,"4,196"
04-11-2020,R&D,Travel,United Kingdom,"19,058"
02-12-2020,R&D,Travel,United Kingdom,"14,615"
19-01-2020,R1,Amortization,Germany,"26,768"
23-02-2020,R1,Amortization,Germany,"23,831"
23-03-2020,R1,Amortization,Germany,"28,355"
05-04-2020,R1,Amortization,Germany,"29,105"
23-05-2020,R1,Amortization,Germany,"35,226"
11-06-2020,R1,Amortization,Germany,"19,637"
03-07-2020,R1,Amortization,Germany,"10,804"
19-08-2020,R1,Amortization,Germany,"32,859"
26-09-2020,R1,Amortization,Germany,"7,305"
28-10-2020,R1,Amortization,Germany,"21,170"
22-11-2020,R1,Amortization,Germany,"4,715"
11-12-2020,R1,Amortization,Germany,"16,512"
15-01-2020,R1,Amortization,Italy,"12,101"
02-02-2020,R1,Amortization,Italy,"15,889"
11-03-2020,R1,Amortization,Italy,"33,012"
12-04-2020,R1,Amortization,Italy,"10,962"
25-05-2020,R1,Amortization,Italy,"47,909"
13-06-2020,R1,Amortization,Italy,"44,860"
06-07-2020,R1,Amortization,Italy,"43,534"
06-08-2020,R1,Amortization,Italy,"34,115"
21-09-2020,R1,Amortization,Italy,"22,374"
18-10-2020,R1,Amortization,Italy,"36,066"
04-11-2020,R1,Amortization,Italy,"26,424"
14-12-2020,R1,Amortization,Italy,"12,328"
06-01-2020,R1,Amortization,Spain,33483
02-02-2020,R1,Amortization,Spain,32921
04-03-2020,R1,Amortization,Spain,20196
15-04-2020,R1,Amortization,Spain,19576
24-05-2020,R1,Amortization,Spain,1726
20-06-2020,R1,Amortization,Spain,38391
25-07-2020,R1,Amortization,Spain,19321
16-08-2020,R1,Amortization,Spain,26025
23-09-2020,R1,Amortization,Spain,16200
02-10-2020,R1,Amortization,Spain,12406
22-11-2020,R1,Amortization,Spain,24531
06-12-2020,R1,Amortization,Spain,26569
09-01-2020,R1,Depreciation,Austria,25701
27-02-2020,R1,Depreciation,Austria,36266
10-03-2020,R1,Depreciation,Austria,17321
23-04-2020,R1,Depreciation,Austria,2350
04-05-2020,R1,Depreciation,Austria,24585
07-06-2020,R1,Depreciation,Austria,22384
17-07-2020,R1,Depreciation,Austria,30302
20-08-2020,R1,Depreciation,Austria,9063
28-09-2020,R1,Depreciation,Austria,14425
21-10-2020,R1,Depreciation,Austria,3375
08-11-2020,R1,Depreciation,Austria,27245
26-12-2020,R1,Depreciation,Austria,23661
09-01-2020,R1,Depreciation,Belgium,5661
14-02-2020,R1,Depreciation,Belgium,7584
07-03-2020,R1,Depreciation,Belgium,243
13-04-2020,R1,Depreciation,Belgium,33140
16-05-2020,R1,Depreciation,Belgium,23079
08-06-2020,R1,Depreciation,Belgium,22765
22-07-2020,R1,Depreciation,Belgium,24301
22-08-2020,R1,Depreciation,Belgium,25585
09-09-2020,R1,Depreciation,Belgium,30423
24-10-2020,R1,Depreciation,Belgium,16518
23-11-2020,R1,Depreciation,Belgium,38112
24-12-2020,R1,Depreciation,Belgium,9893
15-01-2020,R1,Depreciation,Germany,"23,454"
24-02-2020,R1,Depreciation,Germany,"9,439"
07-03-2020,R1,Depreciation,Germany,"6,283"
